id,days,mature,views,partner,new_id,language
124878836,839,FALSE,621,FALSE,9492,German
42286487,2012,TRUE,5380,FALSE,4854,German
95830875,1189,TRUE,11586,FALSE,2912,German
159974091,487,TRUE,23183,FALSE,404,German
74553003,1430,FALSE,19016,FALSE,3279,German
97485848,1172,TRUE,17605,FALSE,8053,German
45382843,1931,FALSE,5547,FALSE,8971,German
38954336,2055,TRUE,1624,FALSE,5374,German
39132273,2104,FALSE,22628,FALSE,4098,German
123777847,880,FALSE,2343,FALSE,7478,German
49381844,1845,TRUE,1610055,TRUE,269,German
93491517,1212,TRUE,12765,FALSE,2507,German
55464534,1719,TRUE,7203,FALSE,2661,German
26764594,2494,FALSE,6032,FALSE,5347,German
125487719,865,TRUE,2772,FALSE,1518,German
146414440,613,FALSE,956,FALSE,3954,German
79971571,1365,TRUE,29730,FALSE,727,German
108531343,1035,TRUE,867,FALSE,2126,German
137305494,724,TRUE,2182,FALSE,4264,German
86770143,1293,TRUE,114010,FALSE,3496,German
37528496,2164,FALSE,8989101,TRUE,5145,German
118338806,933,TRUE,916,FALSE,7754,German
80640952,1326,TRUE,2817,FALSE,8802,German
116803798,962,FALSE,20297,FALSE,1288,German
158250757,484,TRUE,1616,FALSE,8058,German
141787445,669,FALSE,2554,FALSE,170,German
27881906,2446,TRUE,29640,FALSE,7228,German
41298068,2037,FALSE,1111,FALSE,7508,German
141841350,669,TRUE,2876,FALSE,2862,German
94467414,1205,TRUE,12043,FALSE,7804,German
32416102,2269,TRUE,14807,FALSE,4820,German
94822512,1200,TRUE,2016,FALSE,9260,German
97600154,1170,TRUE,9319,FALSE,378,German
124560999,877,FALSE,1631,FALSE,5525,German
79576667,1368,TRUE,9388,FALSE,7388,German
25717656,2543,TRUE,55217,FALSE,6309,German
6397357,3433,TRUE,21254,FALSE,4279,German
98995130,1157,FALSE,926,FALSE,1703,German
77257968,1396,FALSE,2672,FALSE,4169,German
102424419,1115,TRUE,11954,FALSE,8905,German
42197126,2014,FALSE,18708,FALSE,4703,German
125245545,868,TRUE,1460,FALSE,3054,German
31997521,2284,TRUE,15542,FALSE,5855,German
96566850,1181,FALSE,3463,FALSE,9215,German
44759993,1946,TRUE,8753527,TRUE,8803,German
43874202,1962,FALSE,302,FALSE,8142,German
45215243,1934,TRUE,6662,FALSE,6698,German
51068376,1804,TRUE,35519,FALSE,9154,German
117478206,955,TRUE,2432,FALSE,2787,German
40705566,2047,FALSE,9323,FALSE,7061,German
122438735,899,FALSE,6263,FALSE,3743,German
27638012,2456,FALSE,15140,FALSE,8359,German
103700930,1104,TRUE,38729,FALSE,3846,German
79203575,1373,TRUE,175433,TRUE,1894,German
73493530,1452,TRUE,12452,FALSE,6392,German
96848269,1152,FALSE,1014,FALSE,1395,German
90736435,1251,TRUE,68975,FALSE,1050,German
28760989,2408,TRUE,2854,FALSE,5413,German
186707473,295,TRUE,5219,FALSE,6702,German
39950375,2078,FALSE,34816,FALSE,3487,German
38130423,2139,TRUE,706,FALSE,7249,German
49294698,1846,TRUE,2000,FALSE,6600,German
119660668,932,FALSE,13510,FALSE,4696,German
61790466,1626,FALSE,1954,FALSE,3610,German
20407432,2798,FALSE,9642,FALSE,5252,German
35861963,2119,TRUE,3783,FALSE,7876,German
87005226,1279,FALSE,6283,FALSE,3490,German
118359916,946,TRUE,29509,FALSE,1079,German
78786786,1378,TRUE,18405,FALSE,7116,German
95078376,1189,TRUE,2107,FALSE,1145,German
79173115,1374,TRUE,2144,FALSE,562,German
111904487,1010,TRUE,3985,FALSE,1007,German
170131237,421,FALSE,4540,FALSE,8669,German
115494256,974,TRUE,2243,FALSE,1969,German
86170707,1290,TRUE,7432,FALSE,6057,German
215426073,176,TRUE,1173,FALSE,5193,German
36601423,2200,TRUE,2594,FALSE,9225,German
81744666,1347,TRUE,6561,FALSE,2769,German
41535791,2030,TRUE,127556,FALSE,4880,German
48824001,1858,FALSE,74796,FALSE,9296,German
32618771,2256,FALSE,277792,FALSE,8371,German
91387787,1243,TRUE,2385,FALSE,1574,German
84124982,1315,TRUE,3991,FALSE,5351,German
39249165,2098,TRUE,13205,FALSE,5325,German
88903093,1273,TRUE,40972,FALSE,2006,German
59113962,1664,FALSE,6671,FALSE,280,German
87484364,1280,FALSE,229,FALSE,5727,German
61333007,1635,TRUE,28509,FALSE,687,German
65663206,1560,TRUE,4547,FALSE,7118,German
22892906,2680,FALSE,4600630,TRUE,5834,German
148070416,601,TRUE,4175,FALSE,4632,German
189386901,277,TRUE,2505,FALSE,2414,German
39675935,2082,FALSE,3835,FALSE,7093,German
144546996,638,FALSE,107032,TRUE,4136,German
172942080,398,TRUE,8274,FALSE,5953,German
117376654,956,FALSE,6578,FALSE,955,German
53059174,1766,TRUE,8393,FALSE,4383,German
49420207,1835,TRUE,9879,FALSE,3426,German
58881432,1670,TRUE,40895,FALSE,228,German
75531814,1423,TRUE,376378,TRUE,898,German
56180816,1683,FALSE,6343,FALSE,49,German
63626312,1592,TRUE,38651,FALSE,4076,German
96662505,1173,FALSE,2932,FALSE,7582,German
98334838,1164,TRUE,18145,FALSE,8268,German
161447168,453,TRUE,3665,FALSE,9016,German
119813821,929,FALSE,2532,FALSE,8018,German
51340116,1796,FALSE,46211,FALSE,5086,German
167464748,439,TRUE,12448,FALSE,2207,German
28734990,2412,TRUE,24448,FALSE,7917,German
146229409,622,FALSE,2024,FALSE,4564,German
29249070,2393,FALSE,26881,FALSE,2070,German
69320552,1516,TRUE,265070,FALSE,9402,German
72861756,1462,TRUE,15795,FALSE,1198,German
125409960,736,TRUE,56,FALSE,3858,German
114152235,988,FALSE,61487,FALSE,2777,German
174463137,388,TRUE,1006,FALSE,3558,German
54285200,1744,TRUE,9320,FALSE,2832,German
61645651,1630,FALSE,36805,FALSE,2886,German
83989330,1322,TRUE,109629,FALSE,2797,German
85978370,1282,FALSE,260,FALSE,6534,German
25112050,2572,FALSE,40183,FALSE,2848,German
40528880,2060,FALSE,1399768,TRUE,6366,German
35893764,2232,TRUE,1236343,TRUE,7275,German
47871711,1869,FALSE,9779,FALSE,8038,German
142112738,665,TRUE,4654,FALSE,8182,German
31813274,2293,FALSE,8098,FALSE,3414,German
91915956,1234,FALSE,1924,FALSE,978,German
39850472,2081,FALSE,62524,FALSE,2602,German
172778151,402,FALSE,3852,FALSE,2317,German
109400997,1034,TRUE,28127,FALSE,2844,German
111348157,1012,TRUE,7694,FALSE,1420,German
147549339,605,TRUE,28101,FALSE,6470,German
50553631,1815,TRUE,3388,FALSE,5060,German
120501876,915,TRUE,2412,FALSE,7978,German
41933531,2019,FALSE,1752,FALSE,3881,German
87237133,1289,TRUE,1310,FALSE,4917,German
136379940,720,TRUE,777,FALSE,9198,German
37105711,2181,TRUE,1044023,TRUE,7011,German
37048371,2182,FALSE,57558,FALSE,2363,German
149087567,591,TRUE,5117,FALSE,5363,German
42507986,2006,FALSE,114072,FALSE,4446,German
55898523,1715,FALSE,10154651,TRUE,7216,German
87376086,1288,TRUE,12098,FALSE,122,German
21345521,2757,FALSE,100814,FALSE,7751,German
136967542,729,TRUE,1361,FALSE,6391,German
60318806,1645,TRUE,1496,FALSE,3764,German
75262821,1427,FALSE,9293,FALSE,9038,German
83512222,1328,TRUE,51118,FALSE,6821,German
63285985,1598,TRUE,3016,FALSE,7558,German
61654657,1625,FALSE,2683,FALSE,946,German
41294461,2036,FALSE,10592,FALSE,3836,German
20700404,2786,FALSE,45109,FALSE,4171,German
69876365,1494,FALSE,5943,FALSE,8608,German
37418483,2149,FALSE,77888,FALSE,533,German
121831496,909,TRUE,4375,FALSE,45,German
60697823,1644,TRUE,6743,FALSE,6513,German
31151190,2305,TRUE,3131,FALSE,8972,German
65243442,1567,FALSE,97389,FALSE,8081,German
150613637,575,TRUE,34660,FALSE,747,German
69691150,1501,FALSE,7846,FALSE,5622,German
3015091,3590,TRUE,2686,FALSE,1488,German
148780478,594,TRUE,8549,FALSE,7869,German
37061636,2177,FALSE,2073,FALSE,3477,German
35682068,2240,TRUE,3117,FALSE,8068,German
86161832,1287,FALSE,8859,FALSE,8464,German
137369494,723,TRUE,2168,FALSE,3408,German
22850923,2653,FALSE,430,FALSE,6601,German
99589449,1151,FALSE,1360,FALSE,4222,German
124066416,883,FALSE,14248,FALSE,3827,German
141977650,667,TRUE,5837,FALSE,5790,German
101272840,1135,TRUE,3211,FALSE,2528,German
39369393,2084,FALSE,3558,FALSE,4647,German
69130013,1515,TRUE,9308,FALSE,3339,German
79488581,1358,FALSE,1024,FALSE,5508,German
134776444,756,TRUE,12162,FALSE,943,German
108256369,1048,TRUE,800922,TRUE,6162,German
63756207,1590,TRUE,1055181,TRUE,2059,German
60399497,1649,TRUE,1180020,TRUE,4547,German
126088079,857,TRUE,11065,FALSE,6120,German
195765996,244,FALSE,7230,FALSE,5602,German
141429728,674,FALSE,2497,FALSE,1732,German
64660284,1574,FALSE,1522,FALSE,5073,German
166357719,446,FALSE,6516,FALSE,471,German
119067219,938,TRUE,29564,FALSE,2659,German
67905418,1530,TRUE,10237,FALSE,5696,German
80684271,1358,TRUE,10725,FALSE,5306,German
84412496,1317,TRUE,45468,FALSE,1210,German
124869526,873,TRUE,76799,FALSE,3975,German
151548491,504,FALSE,287,FALSE,7320,German
43294270,1979,TRUE,5286,FALSE,4358,German
56128199,1710,TRUE,5096,FALSE,7086,German
132520095,784,TRUE,20501,FALSE,3557,German
142102783,650,FALSE,536,FALSE,2475,German
132534544,784,FALSE,14609,FALSE,4100,German
30611941,2339,TRUE,7816,FALSE,3750,German
30285154,2350,TRUE,6477,FALSE,4234,German
65185272,1568,TRUE,25646,FALSE,5460,German
29579879,2379,TRUE,81630,FALSE,3822,German
87674686,1285,TRUE,40141,FALSE,2218,German
171716968,410,TRUE,8838,FALSE,7190,German
147544655,604,TRUE,21372,FALSE,3805,German
113446171,995,TRUE,7332,FALSE,2134,German
148075169,599,FALSE,1153,FALSE,6950,German
188369379,284,TRUE,664,FALSE,1448,German
93020664,1222,TRUE,16513,FALSE,1721,German
39383053,2094,FALSE,2776,FALSE,6993,German
108879310,1029,TRUE,7484,FALSE,4294,German
134117963,760,TRUE,1708,FALSE,8569,German
64667143,1573,TRUE,5465,FALSE,7623,German
39809272,2082,FALSE,8817,FALSE,7128,German
173810833,396,TRUE,2895,FALSE,5257,German
32030299,2283,TRUE,26932,FALSE,2987,German
48245475,1871,TRUE,814207,TRUE,188,German
79478285,1356,FALSE,27892,FALSE,6288,German
107757378,1055,TRUE,933,FALSE,9375,German
182055861,323,TRUE,762,FALSE,7553,German
35087722,2245,TRUE,7154,FALSE,5380,German
38192763,2139,TRUE,762,FALSE,942,German
61789357,1625,FALSE,1932,FALSE,2995,German
103315059,1106,FALSE,1282,FALSE,4753,German
101573127,1130,TRUE,5522,FALSE,4913,German
81903176,1343,TRUE,26503,FALSE,9219,German
36426030,2207,FALSE,2552,FALSE,2499,German
37095546,2143,FALSE,1187,FALSE,1234,German
32423019,2258,TRUE,1508,FALSE,8918,German
120414196,925,FALSE,948,FALSE,9463,German
40258312,2068,TRUE,34866,FALSE,1593,German
94545939,1183,TRUE,46524,FALSE,7055,German
135193874,750,TRUE,1945,FALSE,5329,German
49387641,1845,TRUE,218635,FALSE,3535,German
63553992,1594,TRUE,243526,FALSE,262,German
79013911,1352,TRUE,16837,FALSE,5774,German
35647950,2241,TRUE,5410,FALSE,7692,German
31568336,2302,TRUE,888,FALSE,4730,German
72216869,1473,TRUE,3488,FALSE,7262,German
30880912,2328,FALSE,4772,FALSE,7689,German
97178884,1175,FALSE,3323,FALSE,3046,German
43327354,1983,TRUE,11076,FALSE,8993,German
40533087,2027,FALSE,1721,FALSE,6094,German
88710029,1273,TRUE,50231,FALSE,3971,German
47433601,1886,TRUE,20204,FALSE,1090,German
94439208,1205,FALSE,6183,FALSE,6203,German
109131615,1037,TRUE,14362,FALSE,1004,German
186943102,292,FALSE,3755,FALSE,945,German
175104094,383,FALSE,1908,FALSE,4678,German
124322456,880,TRUE,15586,FALSE,376,German
83953262,1321,TRUE,15688,FALSE,937,German
78532193,1379,FALSE,2445,FALSE,3225,German
84934915,1311,TRUE,206753,TRUE,144,German
36735468,2192,FALSE,21116,FALSE,1453,German
115018084,979,FALSE,11280,FALSE,1375,German
160553421,482,TRUE,28692,FALSE,3735,German
51870314,1770,FALSE,10615,FALSE,8590,German
82674131,1334,FALSE,367,FALSE,268,German
200111831,225,TRUE,12979,FALSE,8032,German
167659560,419,FALSE,170,FALSE,1186,German
85826896,1298,FALSE,5965,FALSE,4225,German
40863570,2051,TRUE,143271,FALSE,1064,German
36891444,2185,TRUE,31305,FALSE,6247,German
112551289,1004,TRUE,235645,TRUE,5389,German
62000480,1623,TRUE,10243,FALSE,4861,German
159653153,489,TRUE,3868,FALSE,4195,German
123791051,887,TRUE,6958,FALSE,5582,German
86411887,1296,TRUE,3006248,TRUE,9272,German
135123158,751,TRUE,37555,FALSE,2454,German
142591290,598,FALSE,678,FALSE,766,German
187924133,286,FALSE,783,FALSE,9278,German
95165752,1197,TRUE,93460,FALSE,6886,German
46644580,1883,FALSE,8329,FALSE,7039,German
146825092,616,TRUE,2876,FALSE,4545,German
77846347,1388,TRUE,61733,FALSE,1710,German
63979857,1547,FALSE,848,FALSE,187,German
70953347,1493,TRUE,25878,FALSE,1753,German
81243230,1352,TRUE,140614,TRUE,6435,German
102403029,1092,TRUE,3767,FALSE,1017,German
43018193,1991,TRUE,5522,FALSE,5730,German
160427319,483,TRUE,29745,FALSE,6572,German
135231751,744,TRUE,3035,FALSE,8365,German
55202259,1728,TRUE,4720,FALSE,6204,German
89308283,1261,FALSE,1106,FALSE,7323,German
59167024,1621,TRUE,595,FALSE,2500,German
32426110,2261,FALSE,338,FALSE,1238,German
51080933,1802,FALSE,49113,FALSE,6820,German
6394791,3432,TRUE,27195,FALSE,3792,German
126025499,859,TRUE,7882,FALSE,8625,German
28389129,2420,TRUE,60270,FALSE,6843,German
86876025,1292,TRUE,4148,FALSE,4540,German
198590268,228,TRUE,11721,FALSE,3899,German
133916322,766,FALSE,1384,FALSE,5559,German
120609069,924,TRUE,3248330,TRUE,3633,German
54868281,1734,TRUE,12083,FALSE,3370,German
76842640,1394,TRUE,1782,FALSE,956,German
131902632,791,TRUE,2191,FALSE,6478,German
62258096,1618,TRUE,4729,FALSE,6768,German
51353369,1791,FALSE,684,FALSE,3337,German
120394730,926,TRUE,325351,FALSE,2879,German
166947335,442,FALSE,723,FALSE,6068,German
47588274,1885,TRUE,9159,FALSE,5147,German
122192638,906,TRUE,3470,FALSE,434,German
27162795,2476,FALSE,2119,FALSE,8305,German
83759198,1325,TRUE,594,FALSE,2386,German
82938650,1326,FALSE,216,FALSE,380,German
130875790,804,TRUE,12092,FALSE,225,German
52339574,1777,TRUE,2700,FALSE,5107,German
37166455,2178,TRUE,6136,FALSE,4249,German
52024348,1783,FALSE,992,FALSE,2909,German
161784381,471,TRUE,11540,FALSE,4944,German
101941468,1127,TRUE,61497,FALSE,124,German
52519440,1764,FALSE,8731,FALSE,4919,German
63020380,1601,FALSE,9623,FALSE,4231,German
112332906,1006,TRUE,8206,FALSE,2394,German
117036606,956,TRUE,3105,FALSE,3219,German
152945046,550,FALSE,16598,FALSE,231,German
63084458,1602,TRUE,3646,FALSE,3422,German
179570737,349,TRUE,196,FALSE,1191,German
71708891,1481,FALSE,28110,FALSE,7112,German
76750934,1401,TRUE,2144,FALSE,4673,German
64065353,1573,FALSE,2814,FALSE,2226,German
42033450,2015,FALSE,71121,FALSE,4787,German
61339182,1635,FALSE,2976342,TRUE,7936,German
62006475,1615,TRUE,59295,FALSE,5286,German
61274186,1635,FALSE,379,FALSE,8244,German
62648244,1610,FALSE,1203,FALSE,6939,German
31635161,2295,TRUE,2543,FALSE,8033,German
124938410,868,FALSE,6842,FALSE,5857,German
57204519,1696,TRUE,17923,FALSE,4497,German
49697371,1836,TRUE,15007,FALSE,6714,German
216917948,138,FALSE,838,FALSE,5722,German
56994344,1697,TRUE,1082,FALSE,6086,German
53733185,1753,TRUE,7820,FALSE,6299,German
98741932,1160,FALSE,7646,FALSE,6790,German
82712888,1335,TRUE,1797,FALSE,3642,German
88642603,1272,TRUE,1979,FALSE,8361,German
88919514,1272,FALSE,1172,FALSE,879,German
55909903,1537,FALSE,399,FALSE,6796,German
70866900,1492,TRUE,2501,FALSE,3438,German
33396292,2251,TRUE,1289315,TRUE,3223,German
133183055,777,TRUE,8552,FALSE,7954,German
133369826,775,TRUE,21702,FALSE,2311,German
116224897,946,FALSE,303,FALSE,7719,German
31994237,2286,FALSE,86815,TRUE,7201,German
124586251,876,TRUE,57294,FALSE,1320,German
47120556,1894,TRUE,25101,FALSE,587,German
135564812,738,TRUE,2751,FALSE,2052,German
84101273,1318,TRUE,3378,FALSE,1250,German
121010079,909,FALSE,588,FALSE,8146,German
44760515,1945,TRUE,70084,FALSE,9137,German
93942652,1211,TRUE,18543,FALSE,7511,German
144101291,643,TRUE,27179,FALSE,2283,German
49829903,1833,FALSE,3087,FALSE,3470,German
81350079,1351,TRUE,28201,FALSE,2011,German
40699890,2056,TRUE,6396,FALSE,1153,German
21331888,2758,TRUE,236962,TRUE,9456,German
197659185,230,FALSE,686,FALSE,1918,German
105860422,1076,TRUE,3202,FALSE,1256,German
134136556,744,TRUE,665,FALSE,429,German
97591688,1171,TRUE,2667,FALSE,4842,German
139693345,694,TRUE,47097,TRUE,1920,German
18964255,2848,FALSE,1726,FALSE,8640,German
83221567,1279,TRUE,2536,FALSE,4070,German
60530933,1645,TRUE,8624,FALSE,6661,German
67023654,1542,FALSE,2033,FALSE,7454,German
145852822,624,TRUE,9654,FALSE,1399,German
83505919,1325,FALSE,9742,FALSE,7429,German
79217194,1371,FALSE,1506,FALSE,313,German
88995631,1272,FALSE,2318,FALSE,8083,German
60878041,1641,FALSE,710,FALSE,6508,German
106755753,1066,TRUE,48669,FALSE,1156,German
23238729,2658,TRUE,2259,FALSE,3507,German
45853037,1921,TRUE,623631,TRUE,5974,German
108794754,1041,TRUE,11577,FALSE,2820,German
79720584,1366,TRUE,6264,FALSE,7071,German
119387560,935,TRUE,52897,FALSE,7853,German
61152443,1638,TRUE,949,FALSE,4140,German
45062984,1938,FALSE,6354,FALSE,3933,German
46853156,1900,TRUE,94712,FALSE,6399,German
139904169,692,FALSE,1436,FALSE,679,German
144129974,640,TRUE,4561,FALSE,7182,German
84576703,1315,TRUE,5195,FALSE,1422,German
47681327,1883,TRUE,2050455,TRUE,2209,German
42845215,1996,TRUE,14822,FALSE,600,German
63444226,1595,TRUE,9161,FALSE,3044,German
180822921,339,FALSE,2941,FALSE,5066,German
75907334,1417,TRUE,13487,FALSE,146,German
81644416,1348,TRUE,12841,FALSE,1671,German
44172469,1960,FALSE,288945,TRUE,685,German
68742551,1523,TRUE,8824,FALSE,6624,German
55227703,1723,TRUE,2419,FALSE,5940,German
30686077,2318,FALSE,5582,FALSE,1162,German
46670729,1487,FALSE,1529,FALSE,3076,German
36602703,2186,TRUE,658,FALSE,474,German
73733793,1391,FALSE,1552,FALSE,3273,German
209129328,199,TRUE,10025,FALSE,2246,German
198136070,196,FALSE,841,FALSE,2478,German
38362650,2133,FALSE,55377,FALSE,4337,German
51766994,1789,TRUE,748,FALSE,5584,German
161010190,477,TRUE,4101,FALSE,6431,German
27591383,2457,TRUE,310078,TRUE,413,German
51393086,1795,FALSE,74600,FALSE,7312,German
47459511,1881,TRUE,7294,FALSE,6487,German
39611992,2083,TRUE,204,FALSE,6750,German
130435654,809,TRUE,5471,FALSE,1500,German
23497580,2614,FALSE,1247,FALSE,1655,German
42992853,1993,TRUE,12893,FALSE,2493,German
134993208,752,TRUE,7792,FALSE,3077,German
71443831,1485,TRUE,2550221,TRUE,5388,German
63478942,1581,TRUE,3962,FALSE,4124,German
138322753,712,TRUE,36755,FALSE,2825,German
43334060,1983,TRUE,7670216,TRUE,8468,German
40323122,2066,FALSE,22812,FALSE,1192,German
139372293,697,TRUE,2813,FALSE,5618,German
98334095,1164,TRUE,29207,FALSE,7838,German
111580290,1013,FALSE,3231,FALSE,2972,German
67520146,1536,FALSE,101577,TRUE,958,German
51731139,1779,TRUE,3391,FALSE,3870,German
157872109,499,FALSE,1337,FALSE,6973,German
124234075,868,TRUE,779,FALSE,8220,German
190369175,264,TRUE,1941,FALSE,1989,German
40007671,2045,TRUE,3507,FALSE,8196,German
108610961,1038,TRUE,1942,FALSE,7158,German
71768306,1481,TRUE,50817,FALSE,3603,German
53740478,1754,TRUE,44411,FALSE,538,German
114204206,987,TRUE,70447,FALSE,4350,German
97682598,1160,TRUE,3840,FALSE,677,German
121067925,917,FALSE,4214,FALSE,3684,German
82786149,1323,TRUE,1453,FALSE,8140,German
104074803,1098,FALSE,1894,FALSE,2075,German
148172279,600,TRUE,12785,FALSE,4627,German
38009892,2146,TRUE,306905,TRUE,5881,German
123866161,884,FALSE,1371,FALSE,1778,German
73946497,1445,TRUE,91026,FALSE,3116,German
65748992,1449,FALSE,629,FALSE,0,German
123523174,890,FALSE,82927,TRUE,4965,German
94907330,1200,TRUE,57176,FALSE,6337,German
122058234,908,TRUE,8573,FALSE,7904,German
68860701,1515,FALSE,252,FALSE,5002,German
67091059,1537,FALSE,2988,FALSE,7687,German
